date,bullish,bearish,neutral,sentiment_index,sentiment_scaled,sentiment_smoothed
2009-11-13,0.009135547,0.9903423,0.00052214146,-0.9812067,0.009396642,-0.5586460488183158
2009-11-23,0.9421747,0.05771525,0.00011004742,0.88445944,0.94222975,-0.2894383158002581
2009-11-24,1.5121943e-05,0.9999672,1.768565e-05,-0.9999521,2.3961067e-05,-0.28953926052365986
2009-11-25,4.1566545e-05,0.4999629,0.49999553,-0.49992135,0.25003934,-0.21811536805970327
2009-11-27,1.8306172e-06,0.9999981,1.7167325e-07,-0.99999624,1.8775463e-06,-0.3709196661199842
2009-12-03,4.9805527e-05,0.99994683,3.2962212e-06,-0.999897,5.1498413e-05,-0.3709357593740736
2009-12-07,0.018388111,0.98160994,1.9527097e-06,-0.96322185,0.018389076,-0.6513908292566027
2009-12-10,5.837131e-07,0.9999988,5.47825e-07,-0.9999982,8.940697e-07,-0.6540753287928445
2009-12-14,1.2356771e-06,0.02166286,0.97833586,-0.021661624,0.48916918,-0.7835211945431573
2009-12-15,0.003297167,0.99663806,6.477078e-05,-0.99334097,0.0033295155,-0.782576750431742
2009-12-16,0.00071071927,0.65304697,0.34624228,-0.65233624,0.17383188,-0.804350305880819
2009-12-21,1.537532e-05,0.9999844,2.0983268e-07,-0.999969,1.5497208e-05,-0.8043464145490101
2009-12-22,1.2451201e-08,3.237541e-07,0.99999964,-3.113029e-07,0.49999985,-0.6615040299960201
2009-12-30,0.48838305,0.011668189,0.49994883,0.47671485,0.7383574,-0.4557987874984398
2010-01-05,0.00021722994,0.6664648,0.33331797,-0.6662476,0.1668762,-0.4081201295579839
2010-01-06,0.92161775,0.06889723,0.00948505,0.8527205,0.92636025,-0.28320839765068434
2010-01-07,5.798898e-06,0.9999567,3.7416572e-05,-0.99995095,2.4527311e-05,-0.2841526799780638
2010-01-11,0.00045717115,0.99936205,0.00018086721,-0.9989049,0.00054755807,-0.33366248627046147
2010-01-13,0.49617925,0.503722,9.8759105e-05,-0.007542759,0.49622864,-0.19188730821265462
2010-01-14,6.940223e-05,0.99988997,4.0681512e-05,-0.9998206,8.970499e-05,-0.3347187766007015
